id,nombre,latitud,longitud
6287281,OXXO SUC 50DLG DELEGACION MXL,32.58988483,-115.3954869
6768496,OXXO SUC 50DLQ RENACIMIENTO MXL,32.34121412,-115.3317911
6701438,OXXO SUC 50DMI BABILONIA TIJ,31.78747574,-116.5922092
6285166,OXXO SUC 50DNL ALISITOS TIJ,32.12347638,-116.8846278
6287095,OXXO SUC 50DOR VALLE DORADO TIJ,31.82823392,-116.5924469
9409095,OXXO SUC 50DP0 ARGENTINA TIJ,32.46715738,-117.0128434
6728880,OXXO SUC 50DPL NUEVO AMANECER MXL,32.6254409,-115.3746248
6282970,OXXO SUC 50DQL LOMAS VERDES TIJ,32.47228827,-116.9427778
6286089,OXXO SUC 50DRL PASEOS DEL REAL TIJ,31.76991478,-116.5658594
6287309,OXXO SUC 50DRR MADEREROS MXL,32.64969482,-115.4582681
9467007,OXXO SUC 50DU9 VISTA SUR TIJ,32.48997438,-116.9438339
6287344,OXXO SUC 50DUL MODULOS TIJ,32.54940948,-116.9246183
6796366,OXXO SUC 50DVB JURIDICOS TIJ,31.86733258,-116.5974629
6791270,OXXO SUC 50DVD GALLARDO TIJ,32.38809145,-117.0473854
6780496,OXXO SUC 50DVT SAN BENITO TIJ,32.50580467,-116.8976711
6284771,OXXO SUC 50DWC DORICO MXL,31.03481261,-114.8352941
6282725,OXXO SUC 50DWM 2000 MXL,32.60396736,-115.478413
6282737,OXXO SUC 50DWX LOMBARDO MXL,32.61588831,-115.4726153
6780575,OXXO SUC 50DXB TEQUESQUITENGO TIJ,32.51181196,-116.9274991
6780574,OXXO SUC 50DXS TRANSPENINSULAR TIJ,32.50263782,-117.0224039
6286257,OXXO SUC 50DYK MABAMEX TIJ,32.47510879,-116.8604387
6282931,OXXO SUC 50DYN ROMANO TIJ,32.50523868,-116.9776926
9427431,OXXO SUC 50DZ3 CARRIZO MXL,32.61499493,-115.385783
6288381,OXXO SUC 50DZA DECIMA TIJ,32.52621497,-117.0294017
6282926,OXXO SUC 50DZC CINCO Y DIEZ TIJ,32.50162228,-116.9702421
6287425,OXXO SUC 50DZN DURAN TIJ,32.53349659,-117.0384715
6851276,OXXO SUC 50E06 GENERAL TIJ,32.52717182,-117.010299
6705973,OXXO SUC 50E1X GUELATAO TIJ,31.67067937,-116.5131873
9419640,OXXO SUC 50E2W CHULAVISTA TIJ,32.36308995,-117.0527069
9392837,OXXO SUC 50E6M PATRIA MXL,32.63869377,-115.4780492
6850387,OXXO SUC 50E9C JAUJILLA TIJ,32.49588956,-116.8791359
6287340,OXXO SUC 50EBU ABEDULES TIJ,32.4603756,-116.8741287
6285051,OXXO SUC 50ECI PIPILA TIJ,32.50584633,-116.8781265
6797321,OXXO SUC 50ECJ ALFAREROS MXL,32.6523783,-115.4878833
6286083,OXXO SUC 50EES LAURELES TIJ,32.53354052,-117.0977986
6282726,OXXO SUC 50EFW CASTILLA MXL,32.58765197,-115.4931846
6288397,OXXO SUC 50EGG ESTADIO TIJ,31.86612709,-116.6082076
6797319,OXXO SUC 50EJ6 DEFENSORES TIJ,32.48430031,-116.5690466
6288405,OXXO SUC 50EKA TIJUANA TIJ,32.54386504,-116.9367972
6288368,OXXO SUC 50EKF AUTODROMO TIJ,32.46972222,-116.7936111
6282947,OXXO SUC 50EKG BOLIVIA TIJ,32.49391016,-116.941446
6851609,OXXO SUC 50EL4 SELVA TIJ,32.48292537,-116.9650082
